AppID,Game Name,Release Date,Price ($),Recommendations,Metacritic Score,Action,Adventure,Casual,Early Access,Free To Play,Gore,Indie,Massively Multiplayer,Nudity,RPG,Racing,Sexual Content,Simulation,Sports,Strategy,Violent,Developer_Alister Software,Developer_BanzaiProject,Developer_Choice of Games,Developer_Daedalic Entertainment,Developer_Easy game,Developer_Other,Developer_RewindApp,Developer_Ronimo Games,Developer_U-ROOM
1223750,Cloud Meadow,2020-03-03,0.32773109243697474,0,0.7,False,False,True,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
848480,Creeper World 4,2020-12-03,0.41176470588235287,0,0.7,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False
2599950,Backwoods Town,2023-11-24,0.14285714285714285,0,0.7,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
2681180,MULTIPLAYER CAVEMEN,2023-11-18,0.008403361344537815,0,0.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
291170,Royal Defense,2014-11-10,0.15966386554621848,0,0.7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2258940,Mage Kanade's Futanari Dungeon Quest,2023-03-13,0.41176470588235287,0,0.7,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
98900,Alien Hallway,2011-08-19,0.07563025210084033,0,0.7,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
441050,Polandball: Can into Space!,2016-06-15,0.04201680672268908,0,0.7,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2004590,Conbunn Cardboard,2023-09-01,0.1092436974789916,0,0.7,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
243200,The Dark Eye: Memoria,2013-08-29,0.32773109243697474,0,0.75,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
393920,Auto Dealership Tycoon,2015-10-23,0.09243697478991596,0,0.7,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1579660,Wyvia,2023-10-18,0.15966386554621848,0,0.7,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1449510,Henchman Story,2021-10-14,0.2436974789915966,0,0.7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
281370,Real Horror Stories Ultimate Edition,2014-04-01,0.025210084033613446,0,0.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2823080,Sketchy's Contract,2024-04-09,0.14285714285714285,0,0.7,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
346820,Crash Drive 3,2021-07-08,0.32773109243697474,0,0.7,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
420520,Lost Technology,2017-08-09,0.07563025210084033,0,0.7,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
882960,Visitor 来访者,2018-07-07,0.05882352941176471,0,0.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1094420,Rainy Season,2020-08-19,0.05882352941176471,0,0.7,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
237970,Memento Mori 2,2014-05-13,0.41176470588235287,0,0.3999999999999999,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2017370,Trash Horror Collection,2022-06-16,0.09243697478991596,0,0.7,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1302780,Zombo Buster Advance,2020-08-06,0.07563025210084033,0,0.7,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
